Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Rate [W](Hourly),SPACE2-1:Zone Lights Total Heating Rate [W](Hourly),SPACE3-1:Zone Lights Total Heating Rate [W](Hourly),SPACE4-1:Zone Lights Total Heating Rate [W](Hourly),SPACE5-1:Zone Lights Total Heating Rate [W](Hourly),SPACE1-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE2-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE3-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE4-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE5-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),space1,space2,space3,space4,space5,SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE1-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE2-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE3-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE4-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE5-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly)
 02/26  01:00:00,9.125,20.16907498,20.16024643,20.07524035,20.17482782,21.24147955,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-91369.06957,-39708.98194,-90534.26509,-39930.79839,-184552.2904,0,0,0,0,0,91369.06957,39708.98194,90534.26509,39930.79839,184552.2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  02:00:00,8.3375,19.95308434,19.93086625,19.85694944,19.94044163,21.08108988,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-75415.49633,-32699.44142,-74760.31608,-32854.09478,-152116.9301,0,0,0,0,0,75415.49633,32699.44142,74760.31608,32854.09478,152116.9301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  03:00:00,7.375,19.743484,19.72073876,19.64939789,19.72521149,20.93100228,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-82137.58838,-35580.49045,-81498.547,-35719.90845,-165251.3224,0,0,0,0,0,82137.58838,35580.49045,81498.547,35719.90845,165251.3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  04:00:00,6.4375,19.54800517,19.52666642,19.45583673,19.52519092,20.79667304,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-88491.00352,-38308.83626,-87865.84237,-38429.97577,-177740.0924,0,0,0,0,0,88491.00352,38308.83626,87865.84237,38429.97577,177740.0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  05:00:00,5.85,19.37570993,19.3525584,19.28446146,19.34883355,20.67402948,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-99694.88469,-43136.28508,-99026.18599,-43257.62977,-200255.8845,0,0,0,0,0,99694.88469,43136.28508,99026.18599,43257.62977,200255.8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  06:00:00,5.5125,19.22994079,19.20347639,19.13926695,19.20346941,20.56163863,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-113904.5499,-49261.46603,-113160.5041,-49407.41052,-228913.1823,0,0,0,0,0,113904.5499,49261.46603,113160.5041,49407.41052,228913.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  07:00:00,5.15,19.11009313,19.21590736,19.05748338,19.08387331,20.4629772,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-129091.288,-56133.20398,-128492.1749,-55970.56943,-259348.5663,0,0,0,0,0,129091.288,56133.20398,128492.1749,55970.56943,259348.5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  08:00:00,6.1875,21.47457714,22.49003515,21.51450337,21.40666371,21.8944805,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,6560.915631,1585.768426,5853.046694,4953.084015,7803.439563,0,0,0,0,0,2293.077516,75.11519698,341.9250971,32.78949349,1867.724539,0,986.742413,18.98055314,2052.365603,68.57777403,4342.953312,1276.632823,3985.322155,1940.570233,5819.651734,0,0,0,0,0
 02/26  09:00:00,8.025,22.18559994,24.64037577,22.25248181,22.18071945,22.45244608,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,1285.357092,-1077.418381,1111.680423,1396.15645,569.6424775,0,0,0,0,0,0,291.0527027,0,989.2932288,0,378.1185706,12.46308747,106.1056309,0,1422.696774,1576.409795,37.22632821,1489.798993,743.155627,1992.339252,0,125.3514801,0,0,0
 02/26  10:00:00,9.8875,22.68503512,25.89549531,22.69237364,22.62853248,22.75315112,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-901.9429117,-2842.668716,-897.9568133,-149.0007304,-2230.827497,0,0,0,0,0,0,1267.467839,0,1817.137948,0,1265.663678,0,516.7075954,0,2610.043689,365.5249278,0,367.706865,213.2263472,379.2161915,0,1025.530768,0,0,0
 02/26  11:00:00,11.1625,23.2431702,26.15906596,23.09035669,23.00285563,23.06620099,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1520.120379,-3441.222208,-1481.135826,-642.0252601,-2754.32569,0,0,0,0,0,0,1520.120379,0,2079.753808,0,1490.577046,0,651.4664795,0,2754.32569,0,0,9.441219396,15.43372865,0,0,1361.4684,0,0,0
 02/26  12:00:00,12.0625,23.84546724,25.87180457,23.57963944,23.46876198,23.35301505,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1485.732252,-2939.352956,-1439.423123,-642.7303973,-2598.831931,0,0,0,0,0,0,1477.827041,0,1802.831811,0,1439.423123,0,642.7303973,0,2598.831931,0,0,0,0,0,7.905211108,1136.521145,0,0,0
 02/26  13:00:00,12.9625,24.20902638,25.38873228,23.75319604,23.70762281,23.32521253,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1491.832987,-2014.79548,-1316.308282,-583.8370068,-2333.742126,0,0,0,0,0,0,1427.294521,0,1314.323518,0,1316.308282,0,583.8370068,0,2333.742126,0,0,0,0,0,64.53846574,700.4719619,0,0,0
 02/26  14:00:00,13.675,24.63516537,24.90286064,24.12526446,24.13050983,23.79172168,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2864.96314,-1622.07818,-1757.11215,-916.2100039,-2573.919434,0,0,0,0,0,0,2072.971921,0,1097.527311,0,1523.120746,0,682.2186,0,2458.518218,0,0,0,0,0,791.9912192,524.5508687,233.991404,100.3703229,115.4012159
 02/26  15:00:00,14.2125,25.11694963,24.62021054,24.21737104,24.38205306,24.0163051,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-4184.12336,-1386.58818,-2149.536056,-1298.662497,-3362.709469,0,0,0,0,0,0,2699.063346,0,964.4194368,0,1681.573379,0,830.6998201,0,2794.180289,0,0,0,0,0,1485.060014,422.1687429,467.962677,291.6186659,568.5291803
 02/26  16:00:00,14.775,25.47184319,24.44636746,24.20109677,24.7485065,24.10123592,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-5136.28286,-1165.854269,-2042.104106,-1438.577479,-3460.660387,0,0,0,0,0,0,3140.09575,0,837.9777573,0,1592.507621,0,988.9809941,0,2779.225564,0,0,0,0,0,1996.187111,327.8765113,449.5964847,481.95381,681.4348235
 02/26  17:00:00,14.4375,25.33528543,24.25086418,24.08043447,24.89033293,24.12376967,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-4475.040116,-809.211345,-1440.933904,-1135.389984,-2899.057138,0,0,0,0,0,0,2831.286178,0,669.47902,0,1313.652511,0,1008.108591,0,2537.930709,0,0,0,0,0,1643.753938,139.732325,127.2813936,481.3279286,361.1264292
 02/26  18:00:00,13.475,24.76009254,23.99851938,23.78887987,24.5981327,24.09599777,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-2874.4866,-589.4963397,-1257.897305,-859.3031276,-2606.765585,0,0,0,0,0,0,2091.839667,0,580.3883839,0,1257.897305,0,859.3031276,0,2502.731595,0,0,0,0,0,782.6469338,9.107955786,0,276.7829003,104.0339901
 02/26  19:00:00,12.5375,23.52740626,23.16309274,23.0296369,23.51677366,23.36314861,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-874.3409981,-166.1843787,-136.5569044,104.9026992,-1388.76213,0,0,0,0,0,0,1085.268445,0,366.1341301,0,713.4781208,0,472.0185172,0,1887.332681,210.9274469,199.9497514,576.9212163,87.37303135,498.5705508,0,0,0,0,0
 02/26  20:00:00,12.075,22.91432651,22.77669543,22.6959155,22.92266821,23.01924084,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,761.9691627,443.3833774,1083.823159,1088.887034,799.689348,0,0,0,0,0,0,298.101266,0,82.38516658,0,137.3541619,0,132.2902865,0,844.6900631,1060.070429,525.768544,1221.177321,471.9354891,1644.379411,0,0,0,0,0
 02/26  21:00:00,11.9375,22.63835395,22.58281884,22.52380081,22.65564748,22.85911897,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1180.740934,595.2141505,1380.896261,1337.631451,1164.145656,0,0,0,0,0,0,97.43888561,3.00721699,13.4779142,16.32204531,13.80897153,0,40.75173566,0,678.1118784,1278.179819,605.6848477,1378.383187,572.354359,1842.257534,0,0,0,0,0
 02/26  22:00:00,11.775,21.79548359,21.76814866,21.6784693,21.83560685,22.38861935,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-196508.9662,-86154.47123,-194628.034,-87197.26382,-380283.8099,0,0,0,0,0,196508.9662,86154.47123,194628.034,87197.26382,380283.8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  23:00:00,11.325,20.95798155,20.95726001,20.84066945,21.00911809,21.84436056,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-173771.0529,-76430.67667,-171633.7061,-77341.88126,-349169.9259,0,0,0,0,0,173771.0529,76430.67667,171633.7061,77341.88126,349169.9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/26  24:00:00,10.7875,20.56411913,20.55971532,20.46505632,20.59159222,21.50623532,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-160133.251,-70255.07472,-158510.3945,-70913.03829,-321459.7523,0,0,0,0,0,160133.251,70255.07472,158510.3945,70913.03829,321459.7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  01:00:00,10.225,20.28444164,20.27325021,20.189247,20.29263905,21.27324646,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-146759.785,-64226.2844,-145390.727,-64712.9173,-294248.1684,0,0,0,0,0,146759.785,64226.2844,145390.727,64712.9173,294248.1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  02:00:00,9.5625,20.06474751,20.04642023,19.97068111,20.05836576,21.10266185,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-139614.1644,-60938.30236,-138412.7198,-61319.48042,-279499.024,0,0,0,0,0,139614.1644,60938.30236,138412.7198,61319.48042,279499.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  03:00:00,8.8,19.87600365,19.85255703,19.7841653,19.86037272,20.96388941,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-132718.3631,-57802.60763,-131699.4095,-58109.64484,-265150.7844,0,0,0,0,0,132718.3631,57802.60763,131699.4095,58109.64484,265150.7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  04:00:00,8.0625,19.70941924,19.68202337,19.61850674,19.68772367,20.84746307,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-124068.7547,-53945.47884,-123196.0206,-54197.55605,-247506.5097,0,0,0,0,0,124068.7547,53945.47884,123196.0206,54197.55605,247506.5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  05:00:00,7.675,19.5714339,19.53859374,19.48055291,19.54310532,20.74594668,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-114461.743,-49715.25,-113686.4901,-49931.18526,-228394.6545,0,0,0,0,0,114461.743,49715.25,113686.4901,49931.18526,228394.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  06:00:00,7.475,19.46100274,19.42158987,19.36956894,19.42526723,20.65702103,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-104372.939,-45293.70435,-103674.592,-45481.1752,-208346.1285,0,0,0,0,0,104372.939,45293.70435,103674.592,45481.1752,208346.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  07:00:00,7.275,19.37639686,19.45562173,19.3203731,19.33713091,20.58112799,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-94090.01873,-41014.87205,-93613.41112,-40967.36251,-187762.4464,0,0,0,0,0,94090.01873,41014.87205,93613.41112,40967.36251,187762.4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  08:00:00,8.0125,21.51622865,22.45440727,21.6329301,21.52116935,21.94633439,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,5659.480608,1501.527271,5243.740223,4447.732662,7166.392166,0,0,0,0,0,1886.035355,0,337.6117035,17.61485523,1684.279964,6.122645204,883.2228387,1.073080342,1961.508448,89.10676042,3773.445253,1181.530423,3565.582904,1747.96445,5293.990478,0,0,0,0,0
 02/27  09:00:00,9.3125,22.26565366,24.40913796,22.35303613,22.27974014,22.48508811,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,907.0568043,-913.9825326,670.3215937,1027.31997,142.6369559,0,0,0,0,0,0,400.1473522,0,871.245463,0,518.6591595,0,161.6607834,0,1490.403889,1307.204157,31.11461662,1188.980753,602.4367973,1633.040845,0,73.85168616,0,0,0
 02/27  10:00:00,10.6125,22.74584379,25.68181335,22.77399944,22.71472671,22.7876541,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1112.492718,-2539.117418,-1144.243505,-359.0999629,-2461.138009,0,0,0,0,0,0,1328.248823,0,1645.741375,0,1344.209499,0,559.0659569,0,2645.573467,215.7561045,0,199.965994,130.4950903,184.4354577,0,893.376043,0,0,0
 02/27  11:00:00,12.0375,23.43504479,26.09741417,23.28297324,23.16496771,23.21771847,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1453.858918,-3359.603307,-1432.752274,-638.7415153,-2617.026735,0,0,0,0,0,0,1453.858918,0,2014.320102,0,1432.752274,0,638.7415153,0,2617.026735,0,0,0,0,0,0,1345.283206,0,0,0
 02/27  12:00:00,13.5375,24.08983658,26.03838902,23.8320713,23.73317514,23.61890918,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1710.739396,-3284.315882,-1403.919111,-646.0493254,-2439.107993,0,0,0,0,0,0,1507.457936,0,1933.281831,0,1350.655517,0,592.7857314,0,2399.262019,0,0,0,0,0,203.2814596,1351.03405,53.26359402,9.486809713,39.84597431
 02/27  13:00:00,15.0375,24.38714509,25.5410163,24.03952722,24.0222986,23.72142233,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2006.045169,-2367.396078,-1299.11435,-619.6686757,-2046.610937,0,0,0,0,0,0,1557.395422,0,1431.172962,0,1203.526118,0,524.080444,0,2028.555138,0,0,0,0,0,448.6497471,936.2231159,95.58823165,33.16524461,18.05579875
 02/27  14:00:00,15.85,24.87948675,25.01746651,24.20507705,24.22387249,23.93160623,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3699.535521,-1890.474965,-2207.564365,-1320.607652,-3280.952948,0,0,0,0,0,0,2352.833715,0,1169.221224,0,1606.663151,0,719.7064374,0,2564.43831,0,0,0,0,0,1346.701806,721.253741,600.9012143,274.9988875,716.5146377
 02/27  15:00:00,16.1875,25.29538161,24.74845782,24.32064741,24.48010692,24.07990839,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-4958.537739,-1648.745651,-2635.659909,-1718.991352,-3989.950882,0,0,0,0,0,0,2961.456491,0,1038.617975,0,1799.564568,0,882.896011,0,2880.572973,0,0,0,0,0,1997.081249,610.127676,836.095341,457.4255272,1109.377909
 02/27  16:00:00,16.55,25.35986975,24.59209606,24.34248949,24.77415697,24.1565796,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-5086.288902,-1437.485953,-2594.127279,-1851.106017,-4029.931814,0,0,0,0,0,0,3002.407123,0,922.5636726,0,1755.909133,0,1012.887871,0,2859.021924,0,0,0,0,0,2083.88178,514.9222807,838.218146,608.2974544,1170.90989
 02/27  17:00:00,15.7625,25.32798573,24.37996703,24.21276646,24.94716846,24.17263488,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-4603.135299,-1030.144112,-1910.289779,-1491.387166,-3342.480841,0,0,0,0,0,0,2810.989075,0,741.7325431,0,1464.089607,0,1045.186994,0,2606.565411,0,0,0,0,0,1792.146224,288.4115687,446.2001724,594.9829472,735.9154303
 02/27  18:00:00,14.2625,24.7445325,24.12219861,23.97745729,24.61723087,24.14245441,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-2944.480359,-677.4806269,-1324.071088,-938.5312808,-2904.990069,0,0,0,0,0,0,2076.781791,0,607.6816856,0,1260.024788,0,874.4849804,0,2561.360137,0,0,0,0,0,867.6985676,69.7989413,64.04630041,337.5558857,343.6299322
 02/27  19:00:00,12.7625,23.56142366,23.26238344,23.122768,23.56975918,23.42288105,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-886.6624927,-252.0952918,-335.5584599,-14.38351825,-1509.15874,0,0,0,0,0,0,1077.790272,0,400.6364761,0,796.5086719,0,475.3337303,0,1923.852635,191.1277794,148.5411843,460.950212,71.29415558,414.6938948,0,0,0,0,0
 02/27  20:00:00,12.075,22.9328306,22.82615396,22.74471763,22.94877293,23.05557224,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,733.0010667,411.9433266,1020.492428,1047.038618,717.1071169,0,0,0,0,0,0,312.6986701,0,98.14596509,0,169.0461587,0,142.4999685,0,886.0680107,1045.699737,510.0892917,1189.538586,462.4809208,1603.175128,0,0,0,0,0
 02/27  21:00:00,11.9375,22.65705594,22.61415224,22.5535647,22.67767488,22.89129863,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1150.475507,566.4260998,1323.56678,1300.739069,1115.380633,0,0,0,0,0,0,112.6013515,0,24.87935877,5.502890341,31.69691293,0,49.02173417,0,702.5200524,1263.076858,591.3054586,1349.760803,564.1316868,1817.900686,0,0,0,0,0
 02/27  22:00:00,11.775,21.83323844,21.80963268,21.7173591,21.8679903,22.43875293,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-179788.6865,-78815.49692,-178086.4378,-79750.34977,-348407.4284,0,0,0,0,0,179788.6865,78815.49692,178086.4378,79750.34977,348407.4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  23:00:00,11.7,21.00631628,21.00849447,20.89230148,21.05302683,21.89705796,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-177010.939,-78001.10201,-174764.1535,-78975.04031,-358401.5782,0,0,0,0,0,177010.939,78001.10201,174764.1535,78975.04031,358401.5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/27  24:00:00,11.7,20.62281847,20.63167419,20.53991326,20.65731436,21.51909525,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-202855.4958,-89469.36109,-200824.4518,-90432.99193,-411209.2402,0,0,0,0,0,202855.4958,89469.36109,200824.4518,90432.99193,411209.2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  01:00:00,11.7,20.37457221,20.39401665,20.32116798,20.40734095,21.25232633,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-226668.9025,-100066.3869,-225082.3364,-100997.5904,-459466.0123,0,0,0,0,0,226668.9025,100066.3869,225082.3364,100997.5904,459466.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  02:00:00,11.575,20.21039029,20.23398213,20.17129582,20.24067662,21.08490974,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-217681.0605,-96003.03544,-216536.0464,-96772.70078,-441453.141,0,0,0,0,0,217681.0605,96003.03544,216536.0464,96772.70078,441453.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  03:00:00,11.375,20.09192839,20.10516672,20.04825719,20.10929746,20.98625182,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-192483.4682,-84592.25678,-191362.4025,-85194.2531,-391193.701,0,0,0,0,0,192483.4682,84592.25678,191362.4025,85194.2531,391193.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  04:00:00,11.175,20.00171527,20.00174186,19.95113417,20.00470583,20.91593371,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-166358.4928,-72866.75001,-165272.7571,-73338.62355,-338697.2568,0,0,0,0,0,166358.4928,72866.75001,165272.7571,73338.62355,338697.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  05:00:00,11.1,19.93200512,19.92033815,19.87599466,19.92261854,20.85845768,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-151010.1895,-65960.03178,-149952.1772,-66354.20091,-307630.2676,0,0,0,0,0,151010.1895,65960.03178,149952.1772,66354.20091,307630.2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  06:00:00,11.1,19.87787039,19.85739047,19.81650622,19.85915869,20.80640362,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-140669.2977,-61310.44036,-139620.117,-61650.86432,-286362.7225,0,0,0,0,0,140669.2977,61310.44036,139620.117,61650.86432,286362.7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  07:00:00,11.1,19.84471202,19.8813344,19.80427131,19.822514,20.76351908,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-130988.2686,-57233.27106,-130196.2335,-57300.52367,-266202.7889,0,0,0,0,0,130988.2686,57233.27106,130196.2335,57300.52367,266202.7889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  08:00:00,10.85,21.70640609,22.05920506,21.77822081,21.74348346,22.03392507,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,4679.682628,1718.499088,4366.278748,3670.922132,6042.084293,0,0,0,0,0,1573.03633,0,531.2222252,22.41823111,1424.597437,8.214250431,744.2938558,23.26728508,1710.348781,77.40196064,3106.646297,1209.695094,2949.895561,1424.20704,4409.137473,0,0,0,0,0
