Date/Time,FURNACE_DX_A_B_G_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_B_C_H_G HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_C_D_I_H HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_D_E_J_I HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_E_F_K_J HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_L_K_F_A HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_G_H_I_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_I_J_K_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_A_B_G_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_B_C_H_G COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_C_D_I_H COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_D_E_J_I COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_E_F_K_J COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_L_K_F_A COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_G_H_I_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_I_J_K_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly) 
 01/26  16:00:00,1183.19065539351,482.550394884854,1417.37114836925,655.918212458481,449.121397194443,867.498371445627,1817.31133602546,934.744784960659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  17:00:00,1211.64181379674,483.665783993163,1413.79068128509,651.833424515114,456.937797499019,883.107260213891,1766.74497868964,908.647942498527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  18:00:00,1408.80434405417,494.047112032046,1432.63413792357,657.121628646633,477.085375626496,896.262255188441,1718.22320206888,884.020195353732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  19:00:00,2773.61264080373,805.413787358437,2400.76592085458,1096.70733163399,793.104673558734,1632.16015621578,3085.23005945806,1567.29259039884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  20:00:00,2937.1442283558,837.826866751072,2497.63792730397,1139.47190482746,829.969216002425,1693.33887653233,3192.52211969217,1621.37459401798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  21:00:00,3103.28163217461,873.58147694517,2604.01514079875,1186.50725569732,869.931855416856,1765.75938765987,3314.00721772503,1682.28735738445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  08:00:00,3624.4375578266,1076.16231653997,2795.27589502962,1342.22502901988,1006.90540048316,1915.5125195647,3115.0196375404,1592.17481122706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  09:00:00,3397.84427929222,961.672132948151,2153.80051031255,1241.5712725162,613.013785740239,1764.02224294579,3045.57554661723,1564.25915790404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  10:00:00,2812.29021095564,791.125175829627,1471.17343071626,1023.45508877341,318.787118627858,1379.90393196632,2526.17088603521,1300.33746705741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  11:00:00,2392.69639999922,667.51450595395,1163.75204653565,869.085259434371,215.128012745256,1080.6828099369,2178.82990743912,1124.42743714939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  12:00:00,2143.79892710238,589.725597929462,1135.97435327652,775.52023853249,238.860439653903,881.518627695287,1991.0334389885,1028.79018185317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  13:00:00,1853.49573581542,511.381908776282,1087.19011700812,679.041770812069,251.347789500007,679.774747782687,1778.45935880322,920.722423527356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  14:00:00,1472.00999257445,441.142066278788,955.028213046771,592.699558507683,212.950481086732,544.407275241933,1590.22055467623,824.653986053851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  15:00:00,1169.82756505246,414.765090035103,918.874597470282,561.763588847012,206.917299357956,497.524945066893,1529.87517668124,792.448321057449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  16:00:00,940.374437025447,412.432979605966,941.913968516728,559.152536975267,224.95861855745,460.621192939942,1522.34866841975,786.76157257973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  17:00:00,968.22313219227,435.5861508538,1027.28919829575,585.364930766827,270.278061758372,506.313056698079,1558.36993952574,803.256243375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  18:00:00,1246.59962501902,464.778239116054,1121.78726095676,616.08371760457,322.492119040622,567.466022386209,1580.51753683128,813.421591717946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  19:00:00,2689.60013382526,792.557464802072,2158.05051056414,1078.10977588706,667.102427335999,1347.83113983011,3011.94673224216,1528.47440677727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  20:00:00,2873.31686139397,828.621336469768,2281.52735953896,1126.06922696152,717.418957329774,1427.98760365981,3137.38076178954,1591.42762951598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  21:00:00,2948.83617386464,839.186476378603,2334.04131606551,1139.62539374697,742.580901819309,1463.16007032695,3172.61101852898,1608.84363241116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/27  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/28  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/29  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  08:00:00,3745.81266573687,1177.70306305638,2958.00049464505,1489.92456034401,1041.28775987634,1773.31552434005,3477.74887261242,1782.51322908728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  09:00:00,3412.99176019878,1017.70560888672,2469.10939556705,1315.38954091328,772.824518095161,1637.26843087195,3202.57704603044,1647.16260164307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  10:00:00,2968.78504110275,868.111967078455,1966.50399696389,1132.74951645617,553.778691708008,1416.76689624606,2839.0832690813,1459.81817188347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  11:00:00,2679.6901038342,763.730997281158,1761.02791851792,1011.12831480638,479.086491541717,1294.48463654886,2638.76229027302,1356.54135500671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  12:00:00,2407.52578232062,677.320867080151,1636.22775214519,905.0354117458,452.502098362932,1175.16138208285,2417.07902759248,1243.42204458225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  13:00:00,2141.20525444916,594.890862664528,1486.44104324274,801.223489380157,412.173591058631,1063.82974741315,2180.37765512189,1123.07319105022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  14:00:00,1642.96097427609,462.580302550339,1141.54386368169,627.686431863008,296.780183890702,819.390548945344,1732.28890515413,897.162172260241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  15:00:00,1392.29620268424,398.702110045765,987.195775308521,542.352720442919,252.368994649981,702.100678669847,1499.04340745369,778.841350344162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  16:00:00,1307.27233783691,395.668234102524,1002.80313537725,538.935686528957,265.67237838583,691.354198971669,1488.12164229464,771.922109846088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  17:00:00,1108.43113095332,391.92898073428,1007.15849186345,531.772721544041,277.344230297776,659.614095136504,1448.08119330799,750.65945857995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  18:00:00,1328.18541785164,426.820640467332,1112.92106086934,571.065284233633,330.543465711992,728.083927041995,1501.29576691063,776.270114337213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  19:00:00,2703.41927005977,743.761323492131,2114.01410877039,1018.66678689477,661.715256926311,1489.91332539577,2895.18234006476,1472.1380069473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  20:00:00,2778.82629742134,755.777761069904,2163.20373329473,1034.46602683369,684.493169297363,1521.66183937674,2934.35541259649,1491.85617273661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  21:00:00,2812.03539642812,759.960275389809,2185.8084007032,1039.94455871829,696.265355892181,1539.29759066965,2948.27442975892,1498.42956637519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/30  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  08:00:00,3530.54749267321,971.349411565627,2602.73066971073,1263.15899805365,889.871333427749,1883.15315056403,3065.96253384508,1567.93628461281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  09:00:00,2933.86732770441,803.397257860004,1959.04309701252,1044.22584651322,598.493550230669,1563.56987509837,2585.71792505848,1332.90610793263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  10:00:00,2581.19641283003,699.923553063769,1773.09062526426,913.39056265719,551.977170830488,1406.14619252563,2297.0929635313,1184.62872957816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  11:00:00,2319.18253364729,625.10448984348,1634.47800807405,817.675806122159,516.71150122246,1282.93987477472,2071.23189522612,1069.62245119067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  12:00:00,2107.98886286762,559.099581238727,1479.84692826391,740.45031752441,454.970102524713,1168.27988238018,1935.05204759403,1000.00464780398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  13:00:00,1837.71727025415,482.005903919083,1298.94052674856,651.444123597352,380.387937673264,966.058560102147,1783.80745577047,923.003881802575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  14:00:00,1572.28678544989,444.189372493804,1214.56912878679,607.262066396262,348.854050808675,832.5694332933,1702.02289681443,880.764130312662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  15:00:00,1303.71767893075,426.336520606752,1178.09848484274,586.370168628437,337.309614131549,768.428054731632,1661.04166404191,858.904690120639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  16:00:00,1009.55959919841,423.16355299761,1176.63678852468,581.149244249825,342.730281758818,726.575991934459,1635.97614962762,845.055606952517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  17:00:00,929.231200844445,447.265682625906,1250.15499973075,609.647915011795,378.027304981949,760.468421141101,1683.90942525475,867.993942918565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  18:00:00,1251.81422635642,482.684141370584,1346.54199432107,647.441280312954,428.834533511905,833.095021524386,1716.64682606968,883.887871059371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  19:00:00,2663.09415176466,792.719499407764,2315.80577609457,1084.09095378967,748.577756914569,1571.98018992613,3067.46769540512,1559.21650520599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  20:00:00,2782.04426389747,809.720098371412,2369.51417138296,1105.40783074576,772.136749023567,1603.42097064127,3110.78192342065,1581.68527283174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  21:00:00,2900.67970430487,830.827660062941,2434.40942419443,1132.03949893442,799.122460998575,1647.61726011179,3171.57975461755,1612.328929754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/31  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  08:00:00,3378.22784990652,982.144213855208,2661.97628882695,1254.10191008465,949.999864702246,1830.93347308517,3023.53854268028,1545.95641425888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  09:00:00,2996.19950385186,854.917843292316,2064.37046659654,1107.86801436743,631.41083899495,1593.85467507582,2731.4031051604,1407.30390451705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  10:00:00,2612.09860704701,735.512107526994,1443.55692833209,958.820621031612,331.943080688502,1301.97909936682,2406.13842147442,1240.28637781743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  11:00:00,2279.6251673898,634.573896940046,1166.39678016244,833.401359827421,231.202419117617,1046.3678278106,2132.14011929942,1100.89645565369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  12:00:00,1964.59490555275,541.609759102782,1066.09261936071,717.267777734917,226.337842390856,798.297667357662,1869.12145086611,967.52351689804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  13:00:00,1655.47989356995,460.645148571088,995.608095065954,614.95166383299,230.946102701788,577.338449231913,1629.60793511487,845.894652982104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  14:00:00,1291.18270405279,409.357645526915,906.67151234195,550.711561001579,209.676701887544,426.27324927724,1480.56991248001,769.354559556051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  15:00:00,899.220188581061,378.501152676629,853.246083278721,511.754664848355,199.09313388599,338.236508992245,1385.49658953987,719.662379250954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  16:00:00,555.799903383211,359.853113698963,817.026040730661,485.065986147104,196.911795446004,278.386656265089,1295.82707652582,672.764542856414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  17:00:00,444.787176740669,368.61365355998,858.103277747173,492.96604597976,224.240322650775,296.238992965734,1287.01019515637,666.728982878717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  18:00:00,783.961723981332,398.441891704683,955.617144345071,526.860437687388,273.402990050511,379.114629610449,1335.92839726902,690.29029403768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  19:00:00,2274.10734553934,724.183876973019,1983.93165691216,986.498783313734,613.629812759121,1159.9099637489,2764.74238162902,1404.2785932151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  20:00:00,2438.41125659367,750.287943835171,2076.05245554729,1021.26824927529,651.598536197247,1217.95304566959,2855.70676458377,1450.33169076899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  21:00:00,2525.12415037014,760.21499415073,2121.72913252854,1033.91489560621,673.139704138393,1247.86904242845,2887.14824856396,1466.11060822214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
